Organization legal name or 'doing business as' name,Group PAC ID,State,ACO PC ID 1,ACO Name 1,ACO PC ID 2,ACO Name 2,Participating in PQRS,Measure Identifier,Measure Title,Inverse Measure,Measure Performance Rate,Denominator Count,Star Value,Five Star Benchmark,Footnote,Collection Type,Reported on PC Live Site
"NORTHEAST DERMATOLOGY ASSOCIATES, PC",3072403799,MA,NG442,"Steward Integrated Care Network, Inc.",,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,91,15478,4,100,,REG,Y
"NORTHEAST DERMATOLOGY ASSOCIATES, PC",3072403799,MA,NG442,"Steward Integrated Care Network, Inc.",,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,0,14114,5,0,,REG,Y
"NORTHEAST DERMATOLOGY ASSOCIATES, PC",3072403799,MA,NG442,"Steward Integrated Care Network, Inc.",,,Y,PQRS_GRP_337_1,Tuberculosis Prevention for Psoriasis and Psoriatic Arthritis Patients on a Biological Immune Response Modifier,N,33,46,,,,REG,N
"NORTHEAST DERMATOLOGY ASSOCIATES, PC",3072403799,MA,NG442,"Steward Integrated Care Network, Inc.",,,Y,PQRS_GRP_358_1,Patient-Centered Surgical Risk Assessment and Communication,N,2,1311,,,,REG,N
"NORTHEAST DERMATOLOGY ASSOCIATES, PC",3072403799,MA,NG442,"Steward Integrated Care Network, Inc.",,,Y,PQRS_GRP_47_1,Advance Care Plan,N,2,14721,1,100,,REG,Y
"HOWARD CENTER, INC.",3072403831,VT,A32930,"OneCare Vermont Accountable Care Organization, LLC",,,Y,,,,,,,,,,
"SINDHU GUPTA, MD,PC",3072404565,NY,P021,Montefiore ACO,,,Y,,,,,,,,,,
SUNSHINE MEDICAL PC,3072405653,NY,A69881,New York State Elite (NYSE) Accountable Care Organization (ACO) Inc,,,,,,,,,,,,,
"NEW YORK ONCOLOGY HEMATOLOGY, P.C.",3072406222,NY,A60552,"Innovative Health Alliance of New York, LLC",,,Y,,,,,,,,,,
RAVALLI FAMILY MEDICINE LLC,3072407196,MT,A38567,Mountain West ACO,,,Y,,,,,,,,,,
"HANDELSMAN FAMILY PRACTICE, LLC",3072408731,PA,A24144,"Physicians Accountable Care Solutions, LLC",,,Y,,,,,,,,,,
FLAGSTAFF CENTER FOR BONE AND JOINT DISORDERS,3072411180,AZ,A74976,"North Central Arizona Accountable Care, LLC",,,Y,,,,,,,,,,
BON SECOURS-VIRGINIA HEALTHSOURCE,3072411479,VA,A22020,Good Help ACO,,,Y,,,,,,,,,,
"ABERCROMBIE RADIOLOGICAL CONSULTANTS, INC.",3072411834,TN,,,,,Y,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,84,1437,,,,REG,N
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,,17,,,1,WI,N
"ABERCROMBIE RADIOLOGICAL CONSULTANTS, INC.",3072411834,TN,,,,,Y,PQRS_GRP_146_1,"Radiology: Inappropriate Use of ""Probably Benign"" Assessment Category in Mammography Screening",Y,0,3813,,,,REG,N
"ABERCROMBIE RADIOLOGICAL CONSULTANTS, INC.",3072411834,TN,,,,,Y,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N,96,130,,,,REG,N
"ABERCROMBIE RADIOLOGICAL CONSULTANTS, INC.",3072411834,TN,,,,,Y,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,N,87,1143,,,,REG,N
"ABERCROMBIE RADIOLOGICAL CONSULTANTS, INC.",3072411834,TN,,,,,Y,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,N,97,3813,,,,REG,N
"ABERCROMBIE RADIOLOGICAL CONSULTANTS, INC.",3072411834,TN,,,,,Y,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,N,90,80,,,,REG,N
CLAIBORNE COUNTY FAMILY HEALTH CENTER,3072412105,MS,A08181,"Accountable Care Coalition of Mississippi, LLC.",,,Y,,,,,,,,,,
APPALACHIAN FOOT and ANKLE ASSOCIATES PA,3072412212,NC,A39107,"Mission Health Partners, Inc.",,,Y,,,,,,,,,,
EMERGENCY COVERAGE CORP,3072412592,TN,,,,,Y,PQRS_GRP_116_1,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,N,29,667,,,,REG,N
EMERGENCY COVERAGE CORP,3072412592,TN,,,,,Y,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use),Y,81,436,,,,REG,N
EMERGENCY COVERAGE CORP,3072412592,TN,,,,,Y,PQRS_GRP_332_1,Adult Sinusitis: Appropriate Choice of Antibiotic: Amoxicillin Prescribed for Patients with Acute Bacterial Sinusitis,N,51,348,,,,REG,N
EMERGENCY COVERAGE CORP,3072412592,TN,,,,,Y,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,N,99,12958,,,,REG,N
EMERGENCY COVERAGE CORP,3072412592,TN,,,,,Y,PQRS_GRP_93_1,Acute Otitis Externa (AOE): Systemic Antimicrobial Therapy - Avoidance of Inappropriate Use,N,55,33,,,,REG,N
MUNSON HEALTHCARE MANISTEE HOSPITAL,3072414333,MI,A19855,Northern Michigan Health Network,,,Y,,,,,,,,,,
"WOMEN'S CARE OF WISCONSIN, S.C.",3072416601,WI,NG444,ThedaCare ACO LLC,,,Y,,,,,,,,,,
UNIVERSITY PRIMARY CARE PRACTICES INC,3072417534,OH,A09762,University Hospitals Coordinated Care Organization,,,Y,,,,,,,,,,
DAVIS MEMORIAL HOSPITAL,3072418540,WV,A41540,Ohio River Basin ACO,,,Y,,,,,,,,,,
PHYSICIAN GROUPS LC,3072421254,MO,A10273,"BJC HealthCare ACO, LLC",,,Y,,,,,,,,,,
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,IL,,,,,Y,PQRS_GRP_48_1,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,N,100,31177,5,100,,REG,Y
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,IL,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,100,22909,5,100,,REG,Y
COMMUNITY HEALTH DEVELOPMENT INC,3072422740,TX,A05247,"Essential Care Partners, LLC",,,Y,,,,,,,,,,
MASSAC COUNTY HOSPITAL DISTRICT,3072422799,IL,A85343,IRCCO,,,Y,,,,,,,,,,
"DOUGLAS COUNTY PUBLIC HEALTH SERVICES GROUP, INC.",3072423052,MO,A16388,MissouriHealth+,,,Y,,,,,,,,,,
LEHIGH VALLEY PHYSICIAN GROUP,3072425123,PA,A29177,"Lehigh Valley Health Network Accountable Care Organization, LLC",,,Y,,,,,,,,,,
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,69,35,4,87,,WI,Y
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,55,128,3,93,,WI,Y
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,61,126,3,84,,WI,Y
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_117_1,Diabetes: Eye Exam - National Quality Strategy,N,32,37,2,80,,WI,Y
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,84,25,,,,WI,N
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,78,197,4,93,,WI,Y
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,95,747,,,,WI,N
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,44,156,2,93,,WI,Y
"AUSTIN REGIONAL CLINIC, PA",3072507789,TX,A07620,"Seton Accountable Care Organization, Inc.",,,Y,,,,,,,,,,
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,93,58,,,,WI,N
UNIVERSITY OF SOUTH ALABAMA,3072425149,AL,,,,,Y,PQRS_GRP_318_1,Falls: Screening for Future Fall Risk,N,59,128,3,99,,WI,Y
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,51,41,3,87,,WI,Y
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,55,20,3,93,,WI,Y
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,13,30,1,84,,WI,Y
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_117_1,Diabetes: Eye Exam - National Quality Strategy,N,,13,,80,1,WI,Y
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,,7,,,1,WI,N
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,57,46,3,93,,WI,Y
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,98,195,,,,WI,N
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,,36,,93,3,WI,Y
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,,5,,,1,WI,N
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,,12,,,1,WI,N
UNIVERSITY OF KENTUCKY,3072425289,KY,,,,,Y,PQRS_GRP_318_1,Falls: Screening for Future Fall Risk,N,75,20,4,99,,WI,Y
WEST MICHIGAN INTERNAL MEDICINE PLC,3072426295,MI,NG448,Trinity Health ACO Inc.,,,Y,,,,,,,,,,
TRINITY CLINIC,3072426741,TX,A55033,Care Covenant,,,Y,,,,,,,,,,
HEART AND LUNG INSTITUTE OF UTAH INC,3072427707,UT,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,82,19338,3,100,,REG,Y
HEART AND LUNG INSTITUTE OF UTAH INC,3072427707,UT,,,,,Y,PQRS_GRP_71_1,Breast Cancer: Hormonal Therapy for Stage IC - IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer,N,50,44,,,,REG,N
OBSTETRICS GYNECOLOGY ASSOCIATES PA,3072500073,MS,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,99,920,4,100,,REG,Y
OBSTETRICS GYNECOLOGY ASSOCIATES PA,3072500073,MS,,,,,Y,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,N,61,601,,,,REG,N
OBSTETRICS GYNECOLOGY ASSOCIATES PA,3072500073,MS,,,,,Y,PQRS_GRP_48_1,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,N,89,618,4,100,,REG,Y
SAINT BARNABAS MULTI SPECIALTY,3072500727,NJ,A71489,Barnabas Health Care Network,,,Y,,,,,,,,,,
"PRIMARY EYE CARE CENTER, PC",3072500743,CT,A83092,Saint Francis HealthCare Partners ACO Inc.,,,Y,,,,,,,,,,
WEST MICHIGAN CARDIOLOGY PC,3072501436,MI,NG448,Trinity Health ACO Inc.,,,Y,,,,,,,,,,
THEDACARE MEDICAL CENTER- WAUPACA INC,3072504216,WI,NG444,ThedaCare ACO LLC,,,Y,,,,,,,,,,
"GASTROENTEROLOGY and HEPATOLOGY OF CENTRAL NEW YORK, PC",3072505411,NY,A10162,St. Josephs Health Accountable Care Organization LLC,,,Y,,,,,,,,,,
NICHOLAS H NOYES MEMORIAL HOSPITAL,3072505536,NY,,,,,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic - First OR Second Generation Cephalosporin,N,90,49,,,,REG,N
NICHOLAS H NOYES MEMORIAL HOSPITAL,3072505536,NY,,,,,Y,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),N,96,48,,,,REG,N
NICHOLAS H NOYES MEMORIAL HOSPITAL,3072505536,NY,,,,,Y,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,100,41,,,,REG,N
LEWISBURG PLASTIC SURGERY AND LASER CENTER,3072507326,PA,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,96,340,4,100,,REG,Y
LEWISBURG PLASTIC SURGERY AND LASER CENTER,3072507326,PA,,,,,Y,PQRS_GRP_358_1,Patient-Centered Surgical Risk Assessment and Communication,N,97,35,,,,REG,N
ALLIANCE MEDICAL ASSOCIATES INC,3072700624,FL,A60323,"Physicians ACO, LLC",,,Y,,,,,,,,,,
SOUTHEASTERN LUNG CARE PC,3072507938,GA,A99470,"Accountable Care Coalition of DeKalb, LLC.",,,Y,,,,,,,,,,
PENINSULA REGIONAL MEDICAL CENTER,3072509702,MD,A74494,"Peninsula Regional Clinically Integrated Network, LLC",,,Y,,,,,,,,,,
MOBILITYPLUS REHABILITATION LTD,3072517911,ND,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,98,188,,,,REG,N
MOBILITYPLUS REHABILITATION LTD,3072517911,ND,,,,,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,93,27,,,,REG,N
MOBILITYPLUS REHABILITATION LTD,3072517911,ND,,,,,Y,PQRS_GRP_155_1,Falls: Plan of Care,N,100,26,,,,REG,N
MOBILITYPLUS REHABILITATION LTD,3072517911,ND,,,,,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,99,194,,,,REG,N
"THE EAR, NOSE, AND THROAT CLINIC AND HEARING CENTER PA",3072518992,MN,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,67,319,,,,REG,N
"THE EAR, NOSE, AND THROAT CLINIC AND HEARING CENTER PA",3072518992,MN,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,96,176,4,100,,REG,Y
"THE EAR, NOSE, AND THROAT CLINIC AND HEARING CENTER PA",3072518992,MN,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,0,101,5,0,,REG,Y
"THE EAR, NOSE, AND THROAT CLINIC AND HEARING CENTER PA",3072518992,MN,,,,,Y,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use),Y,0,47,,,,REG,N
"THE EAR, NOSE, AND THROAT CLINIC AND HEARING CENTER PA",3072518992,MN,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,80,109,4,100,,REG,Y
HARRIS S. ROSE MD PLLC,3072519776,TX,,,,,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,100,215,,,,REG,N
HARRIS S. ROSE MD PLLC,3072519776,TX,,,,,Y,PQRS_GRP_155_1,Falls: Plan of Care,N,100,215,,,,REG,N
HARRIS S. ROSE MD PLLC,3072519776,TX,,,,,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic - First OR Second Generation Cephalosporin,N,100,181,,,,REG,N
HARRIS S. ROSE MD PLLC,3072519776,TX,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,100,798,5,100,,REG,Y
HARRIS S. ROSE MD PLLC,3072519776,TX,,,,,Y,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),N,100,181,,,,REG,N
HARRIS S. ROSE MD PLLC,3072519776,TX,,,,,Y,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,100,158,,,,REG,N
HARRIS S. ROSE MD PLLC,3072519776,TX,,,,,Y,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,N,98,261,,,,REG,N
MID FLORIDA KIDNEY AND HYPERTENSION CARE PL,3072520204,FL,A50010,PHYSICIAN FIRST ACO,,,Y,,,,,,,,,,
PARK WEST FAMILY PHYSICIANS S C,3072529700,IL,A33458,Medicare Value Partners,,,Y,,,,,,,,,,
"KIRILL ZHADOVICH, M.D., S.C.",3072545896,IL,A28708,"Advocate Physician Partners Accountable Care, Inc.",,,Y,,,,,,,,,,
PRESTIGE PRIMARY CARE ASSOCIATES PLLC,3072546621,WV,A79194,"Aledade West Virginia ACO, LLC",,,Y,,,,,,,,,,
"DANIEL MEDIC AND ASSOCIATES, P.C.",3072550888,PA,A24144,"Physicians Accountable Care Solutions, LLC",,,Y,,,,,,,,,,
"J and M TANG MDS and ASSOCIATES, SC",3072551050,IL,A28708,"Advocate Physician Partners Accountable Care, Inc.",,,Y,,,,,,,,,,
"APPLETON PLASTIC SURGERY CENTER, SC",3072553205,WI,NG444,ThedaCare ACO LLC,,,Y,,,,,,,,,,
"BELFAST BAY RADIOLOGY, PA",3072557966,ME,A14573,MaineHealth Accountable Care Organization,,,Y,,,,,,,,,,
UROLOGY SURGEONS PC,3072559863,MI,NG448,Trinity Health ACO Inc.,,,Y,,,,,,,,,,
"COMMUNITY FAMILY PRACTICE, PA",3072562990,NC,A39107,"Mission Health Partners, Inc.",,,Y,,,,,,,,,,
SPRING HILL IMAGING LLC,3072568310,FL,A25914,"Integral Healthcare, LLC",,,Y,,,,,,,,,,
PREMIER MEDICAL GROUP OF THE HUDSON VALLEY P.C.,3072575109,NY,A82552,"Empire State Health Partners, LLC",,,Y,,,,,,,,,,
KINGS DAUGHTERS MEDICAL CENTER,3072575539,MS,A55037,Magnolia-Evergreen ACO,,,Y,,,,,,,,,,
"PULMONARY INTERNISTS, P.A.",3072578079,NJ,A06665,JFK Health ACO,,,Y,,,,,,,,,,
MEDICAL ARTS FAMILY PRACTICE PA,3072580182,NC,A47151,"Sandhills Accountable Care Alliance, LLC",,,Y,,,,,,,,,,
"GREAT VALLEY MEDICAL ASSOCIATES, PC",3072588433,PA,A74161,Delaware Valley ACO,,,Y,,,,,,,,,,
DURHAM NEPHROLOGY ASSOCIATES PA,3072589027,NC,,,,,Y,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,100,222,,,,REG,N
DURHAM NEPHROLOGY ASSOCIATES PA,3072589027,NC,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,100,818,5,100,,REG,Y
DURHAM NEPHROLOGY ASSOCIATES PA,3072589027,NC,,,,,Y,PQRS_GRP_358_1,Patient-Centered Surgical Risk Assessment and Communication,N,100,218,,,,REG,N
DURHAM NEPHROLOGY ASSOCIATES PA,3072589027,NC,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,100,20,5,100,,REG,Y
DURHAM NEPHROLOGY ASSOCIATES PA,3072589027,NC,,,,,Y,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,N,100,27,,,,REG,N
FLINT GASTROENTEROLOGY ASSOCIATES PC,3072589100,MI,A14417,"Genesys PHO, L.L.C.",,,Y,,,,,,,,,,
SIERRA DERM INC,3072589266,CA,A58599,MBA ACO,,,Y,,,,,,,,,,
"DESERT ORTHOPEDIC SPECIALISTS, P.C.",3072598242,AZ,A29052,"Scottsdale Health Partners, LLC",,,Y,,,,,,,,,,
WEITZNER YONKER and KAINE MD PA,3072598655,FL,,,,,Y,PQRS_GRP_155_1,Falls: Plan of Care,N,31,159,,,,REG,N
WEITZNER YONKER and KAINE MD PA,3072598655,FL,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,98,4727,4,100,,REG,Y
WEITZNER YONKER and KAINE MD PA,3072598655,FL,,,,,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly,Y,4,4229,4,0,,REG,Y
WAYNE MEMORIAL COMMUNITY HEALTH CENTERS,3072598937,PA,A54859,Keystone ACO,,,Y,,,,,,,,,,
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,3072600659,NY,A86004,NewYork Quality Care,,,Y,,,,,,,,,,
"CASCADE OPHTHALMOLOGY, PC",3072610112,MI,NG448,Trinity Health ACO Inc.,,,Y,,,,,,,,,,
CAROMONT SOUTH POINT LLC,3072618396,NC,A07386,CaroMont ACO,,,Y,,,,,,,,,,
MARIN NEPHROLOGY,3072637057,CA,A82661,"Meritage ACO, LLC",,,Y,,,,,,,,,,
UNITED MEDICAL CLINIC OF PA LLC,3072639491,PA,A20488,UM ACO,,,Y,,,,,,,,,,
"HOWARD T MENY MD,PC",3072641596,NY,A29195,Heathcare Partners of the North Country,,,Y,,,,,,,,,,
RONCEVERTE PHYSICIAN GROUP LLC,3072652767,WV,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,84,2689,3,100,,REG,Y
RONCEVERTE PHYSICIAN GROUP LLC,3072652767,WV,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,77,359,3,100,,REG,Y
ZAKIUDDIN AHMED MD PA,3072660539,FL,A15929,"West Florida ACO, LLC",,,Y,,,,,,,,,,
LITTLE DONKEY HEALTH SERVICES INC,3072668821,TX,A12732,Buena Vida y Salud LLC,,,Y,,,,,,,,,,
PINNACLE HEALTHCARE SYSTEM,3072675677,FL,A78902,"Orange Accountable Care of South Florida, LLC",,,Y,,,,,,,,,,
SCOTT FRIEDBERG DO PA,3072676535,FL,A26898,"Accountable Care Options, LLC",,,Y,,,,,,,,,,
"RAMTOWN MEDICAL CENTER, LLC",3072677210,NJ,A69939,"Meridian Accountable Care Organization, LLC",,,Y,,,,,,,,,,
"MERCY NEUROPSYCHOLOGY SERVICES, LLC",3072685106,MO,A81076,"Mercy Health ACO, LLC",,,Y,,,,,,,,,,
EDWARD DIPRETA MD P.C.,3072691971,GA,,,,,Y,PQRS_GRP_137_1,Melanoma: Continuity of Care - Recall System,N,91,232,,,,REG,N
EDWARD DIPRETA MD P.C.,3072691971,GA,,,,,Y,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,N,100,234,,,,REG,N
EDWARD DIPRETA MD P.C.,3072691971,GA,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,94,3513,4,100,,REG,Y
MSKCC INTEGRATIVE MEDICINE GROUP,3072694322,NY,,,,,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,84,69,,,,REG,N
MSKCC INTEGRATIVE MEDICINE GROUP,3072694322,NY,,,,,Y,PQRS_GRP_155_1,Falls: Plan of Care,N,58,77,,,,REG,N
MSKCC INTEGRATIVE MEDICINE GROUP,3072694322,NY,,,,,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,95,367,4,100,,REG,Y
MSKCC INTEGRATIVE MEDICINE GROUP,3072694322,NY,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,94,332,4,100,,REG,Y
PROGRESSIVE PHYSICAL THERAPY INC.,3072699131,IL,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,100,161,,,,REG,N
PROGRESSIVE PHYSICAL THERAPY INC.,3072699131,IL,,,,,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,99,111,,,,REG,N
PROGRESSIVE PHYSICAL THERAPY INC.,3072699131,IL,,,,,Y,PQRS_GRP_155_1,Falls: Plan of Care,N,96,110,,,,REG,N
PROGRESSIVE PHYSICAL THERAPY INC.,3072699131,IL,,,,,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,100,166,,,,REG,N
JS AESTHETICS,3072745512,OH,,,,,Y,PQRS_GRP_121_1,Adult Kidney Disease: Laboratory Testing (Lipid Profile),N,92,39,,,,REG,N
JS AESTHETICS,3072745512,OH,,,,,Y,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,N,100,25,,,,REG,N
JS AESTHETICS,3072745512,OH,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,100,97,5,100,,REG,Y
JS AESTHETICS,3072745512,OH,,,,,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,100,39,5,100,,REG,Y
"LEF, PC",3072763135,VA,A07732,"Mary Washington Health Alliance, LLC.",,,Y,,,,,,,,,,
CEDAR HILL PRIMARY CARE LLC,3072773837,MO,A23513,"SLPA ACO, LLC",,,Y,,,,,,,,,,
WELLCARE MEDICAL GROUP,3072789981,CA,A46707,"Premier ACO Physicians Network, LLC",,,Y,,,,,,,,,,
FRANCISCAN PHYSICIAN NETWORK,3072790682,IN,A88553,"Franciscan ACO, Inc.",,,Y,,,,,,,,,,
"SBH PHYSICANS, PC",3072798941,NY,P021,Montefiore ACO,,,Y,,,,,,,,,,
PRECISION REHAB OCCUPATIONAL PHYSICAL HAND THERAPY PLLC,3072803782,NY,,,,,,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,72,47,,,,REG,N
PRECISION REHAB OCCUPATIONAL PHYSICAL HAND THERAPY PLLC,3072803782,NY,,,,,,PQRS_GRP_182_1,Functional Outcome Assessment,N,100,74,,,,REG,N
ASCENSION PHYSICAL THERAPY,3072815505,MT,,,,,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,100,90,,,,REG,N
ASCENSION PHYSICAL THERAPY,3072815505,MT,,,,,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,100,90,,,,REG,N
ADVANCED NEPHROLOGY and HYPERTENSION,3072820141,OH,A58588,"Mercy Health Select, LLC",,,Y,,,,,,,,,,
OKLAHOMA HOSPITALIST PARTNERS PLLC,3072829282,OK,,,,,Y,PQRS_GRP_47_1,Advance Care Plan,N,100,2052,5,100,,REG,Y
METHODIST-CDI,3072836600,TX,,,,,Y,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,88,369,,,,REG,N
